node_id,parent_id,g,h,f,depth,n_legal_successors,n_pruned,status,all_pruned,f_plateau,timestamp_order
"(((1, 5), (4, 4)), (1, 1))","(((2, 5), (4, 4)), (1, 1))",1,6,7.0,1,,,pruned,,,0
"(((2, 5), (4, 4)), (1, 1))",,0,5.0,5.0,0,6,1,expanded,False,True,1
"(((1, 5), (5, 4)), (1, 1))","(((2, 5), (5, 4)), (1, 1))",2,5,7.0,2,,,pruned,,,2
"(((2, 5), (5, 4)), (1, 1))","(((2, 5), (4, 4)), (1, 1))",1,4.0,5.0,1,4,1,expanded,False,True,3
"(((1, 5), (4, 5)), (1, 1))","(((2, 5), (4, 5)), (1, 1))",2,5,7.0,2,,,pruned,,,4
"(((2, 5), (4, 5)), (1, 1))","(((2, 5), (4, 4)), (1, 1))",1,4.0,5.0,1,4,1,expanded,False,True,5
"(((3, 5), (4, 4)), (1, 1))","(((2, 5), (4, 4)), (1, 1))",1,4.0,5.0,1,6,0,expanded,False,True,6
"(((1, 5), (5, 5)), (1, 1))","(((2, 5), (5, 5)), (1, 1))",3,4,7.0,3,,,pruned,,,7
"(((2, 5), (5, 5)), (1, 1))","(((2, 5), (5, 4)), (1, 1))",2,3.0,5.0,2,2,1,expanded,False,True,8
"(((3, 5), (5, 4)), (1, 1))","(((2, 5), (5, 4)), (1, 1))",2,3.0,5.0,2,4,0,expanded,False,True,9
"(((3, 5), (4, 5)), (1, 1))","(((2, 5), (4, 5)), (1, 1))",2,3.0,5.0,2,0,0,expanded,False,True,10
"(((4, 4), (4, 5)), (1, 1))","(((3, 5), (4, 4)), (1, 1))",2,3.0,5.0,2,4,0,expanded,False,True,11
"(((3, 5), (5, 5)), (1, 1))","(((2, 5), (5, 5)), (1, 1))",3,2.0,5.0,3,2,0,expanded,False,True,12
"(((4, 5), (5, 4)), (1, 1))","(((3, 5), (5, 4)), (1, 1))",3,2.0,5.0,3,2,0,expanded,False,True,13
"(((4, 4), (5, 5)), (1, 1))","(((4, 4), (4, 5)), (1, 1))",3,2.0,5.0,3,4,0,expanded,False,True,14
