node_id,parent_id,g,h,f,depth,n_legal_successors,n_pruned,status,all_pruned,f_plateau,timestamp_order
"(((2, 2), (2, 3), (2, 6), (4, 3), (5, 2), (5, 3), (5, 5), (5, 6)), (5, 1))",,0,7.0,7.0,0,3,0,expanded,False,True,0
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 7)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 6)), (5, 1))",2,7,9.0,2,,,pruned,,,1
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 6)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (5, 2), (5, 3), (5, 5), (5, 6)), (5, 1))",1,6.0,7.0,1,5,1,expanded,False,True,2
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 5)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (5, 2), (5, 3), (5, 5), (5, 6)), (5, 1))",1,6.0,7.0,1,5,0,expanded,False,True,3
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (5, 3), (5, 5), (5, 6)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (5, 2), (5, 3), (5, 5), (5, 6)), (5, 1))",1,6.0,7.0,1,5,0,expanded,False,True,4
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (4, 6), (5, 2), (5, 3)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 6)), (5, 1))",2,5.0,7.0,2,3,0,expanded,False,True,5
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 5), (5, 3), (5, 7)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 5), (5, 3), (5, 6)), (5, 1))",3,6,9.0,3,,,pruned,,,6
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 5), (5, 3), (5, 6)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 6)), (5, 1))",2,5.0,7.0,2,7,1,expanded,False,True,7
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 6), (5, 3), (5, 5)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 5)), (5, 1))",2,5.0,7.0,2,7,0,expanded,False,True,8
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 5), (4, 6), (5, 3)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (4, 6), (5, 2), (5, 3)), (5, 1))",3,4.0,7.0,3,5,0,expanded,False,True,9
"(((1, 6), (2, 2), (2, 3), (3, 5), (4, 3), (5, 2), (5, 3), (5, 6)), (1, 1))","(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (5, 2), (5, 3), (5, 6)), (3, 6))",3,7,10.0,3,,,pruned,,,10
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (5, 2), (5, 3), (6, 6)), (3, 6))","(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (5, 2), (5, 3), (5, 6)), (3, 6))",3,7,10.0,3,,,pruned,,,11
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (5, 2), (5, 3), (5, 7)), (3, 6))","(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (5, 2), (5, 3), (5, 6)), (3, 6))",3,7,10.0,3,,,pruned,,,12
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (5, 2), (5, 3), (5, 6)), (3, 6))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 6)), (5, 1))",2,6.0,8.0,2,7,3,expanded,False,True,13
"(((1, 6), (2, 2), (2, 3), (4, 3), (4, 5), (5, 2), (5, 3), (5, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 5)), (1, 1))",3,7,10.0,3,,,pruned,,,14
"(((2, 2), (2, 3), (2, 7), (4, 3), (4, 5), (5, 2), (5, 3), (5, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 5)), (1, 1))",3,7,10.0,3,,,pruned,,,15
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (5, 2), (5, 3), (5, 6)), (5, 1))",2,6.0,8.0,2,9,2,expanded,False,True,16
"(((1, 6), (2, 2), (2, 3), (4, 3), (4, 6), (5, 2), (5, 3), (5, 6)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 6)), (1, 1))",3,7,10.0,3,,,pruned,,,17
"(((2, 2), (2, 3), (2, 7), (4, 3), (4, 6), (5, 2), (5, 3), (5, 6)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 6)), (1, 1))",3,7,10.0,3,,,pruned,,,18
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 7)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 6)), (1, 1))",3,7,10.0,3,,,pruned,,,19
"(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 6)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 5)), (5, 1))",2,6.0,8.0,2,9,3,expanded,False,True,20
"(((2, 2), (2, 3), (2, 6), (3, 6), (4, 3), (5, 2), (5, 3), (6, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (3, 6), (4, 3), (5, 2), (5, 3), (5, 5)), (1, 1))",3,7,10.0,3,,,pruned,,,21
"(((2, 2), (2, 3), (2, 7), (3, 6), (4, 3), (5, 2), (5, 3), (5, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (3, 6), (4, 3), (5, 2), (5, 3), (5, 5)), (1, 1))",3,7,10.0,3,,,pruned,,,22
"(((2, 2), (2, 3), (2, 6), (3, 6), (4, 3), (5, 2), (5, 3), (5, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 6), (5, 2), (5, 3), (5, 5)), (5, 1))",2,6.0,8.0,2,9,2,expanded,False,True,23
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (5, 1), (5, 5), (5, 6)), (5, 2))","(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (5, 2), (5, 5), (5, 6)), (5, 1))",3,7,10.0,3,,,pruned,,,24
"(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (5, 2), (5, 5), (5, 6)), (5, 1))","(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (5, 3), (5, 5), (5, 6)), (5, 1))",2,6.0,8.0,2,5,1,expanded,False,True,25
"(((2, 2), (2, 3), (2, 6), (3, 2), (4, 3), (5, 3), (5, 5), (5, 6)), (4, 2))","(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (5, 3), (5, 5), (5, 6)), (5, 1))",2,6.0,8.0,2,4,0,expanded,False,True,26
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 3), (4, 6), (5, 2), (5, 3)), (4, 5))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (4, 6), (5, 2), (5, 3)), (5, 1))",3,5.0,8.0,3,3,0,expanded,False,True,27
"(((2, 2), (2, 3), (2, 6), (3, 6), (4, 3), (4, 5), (5, 2), (5, 3)), (4, 6))","(((2, 2), (2, 3), (2, 6), (4, 3), (4, 5), (4, 6), (5, 2), (5, 3)), (5, 1))",3,5.0,8.0,3,2,0,expanded,False,True,28
"(((1, 6), (2, 2), (2, 3), (3, 5), (4, 2), (4, 3), (5, 3), (5, 6)), (1, 1))","(((2, 2), (2, 3), (2, 6), (3, 5), (4, 2), (4, 3), (5, 3), (5, 6)), (3, 6))",4,6,10.0,4,,,pruned,,,29
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 2), (4, 3), (5, 3), (6, 6)), (3, 6))","(((2, 2), (2, 3), (2, 6), (3, 5), (4, 2), (4, 3), (5, 3), (5, 6)), (3, 6))",4,6,10.0,4,,,pruned,,,30
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 2), (4, 3), (5, 3), (5, 7)), (3, 6))","(((2, 2), (2, 3), (2, 6), (3, 5), (4, 2), (4, 3), (5, 3), (5, 6)), (3, 6))",4,6,10.0,4,,,pruned,,,31
"(((2, 2), (2, 3), (2, 6), (3, 5), (4, 2), (4, 3), (5, 3), (5, 6)), (3, 6))","(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 5), (5, 3), (5, 6)), (5, 1))",3,5.0,8.0,3,9,3,expanded,False,True,32
"(((1, 6), (2, 2), (2, 3), (4, 2), (4, 3), (4, 5), (5, 3), (5, 5)), (1, 1))","(((2, 2), (2, 3), (2, 6), (4, 2), (4, 3), (4, 5), (5, 3), (5, 5)), (1, 1))",4,6,10.0,4,,,pruned,,,33
